MOLECULE_NAME,SMILES,CHROMLOGD_7.4
302-416-02,CCc1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(CN3CCN(CC3)C(C)(C)C)cc2n1,3.75
302-420-02,Cc1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(CN3CCC(CC3)C(C)(C)O)cc2n1,3.84
302-422-02,CC(C)(C)N1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,4.75
302-423-01,O=C(C1CC1)N1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2cccc3[nH]ccc23)CC1,4.52
302-434-05,CC(C)(C)N1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-n2c(nc3ccccc23)C2CC2)CC1,3.94
302-453-01,CC(C)(C)N1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2cncc3[nH]ccc23)CC1,2.67
302-462-01,CC(C)(C)N1CCN(Cc2nn3c(cc(nc3c2Cl)-n2c(nc3ccccc23)C(F)F)N2CCOCC2)CC1,4.58
302-472-01,CC(C)(C)N1CCN(Cc2nn3c(cc(nc3c2Br)-n2c(nc3ccccc23)C(F)F)N2CCOCC2)CC1,4.8
302-473-01,Cc1c(CN2CCC(CC2)C(C)(C)O)nn2c(cc(nc12)-c1cccc2[nH]ccc12)N1CCOCC1,5.72
302-482-01,CC(C)(C)N1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-n1c(nc2ccccc12)C(F)F,5.28
302-484-01,CC(C)(O)C1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-n1c(nc2ccccc12)C(F)F,4.94
302-488-01,FC(F)c1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(cc2n1)C(=O)N1CCC(F)(F)CC1,5.98
302-491-01,OC1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-n1c(nc2ccccc12)C(F)F,4.12
302-492-01,FC(F)c1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(cc2n1)C(=O)N1CCOCC1,4.74
302-493-01,FC(F)c1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(cc2n1)C(=O)N1CCC(CC1)C#N,5.16
302-494-01,CNC(=O)CN1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-n1c(nc2ccccc12)C(F)F,3.16
302-495-01,FC(F)c1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(CN3CCOCC3)cc2n1,4.85
302-497-01,Cc1c(nn2c(cc(nc12)-n1c(nc2ccccc12)C(F)F)N1CCOCC1)C(=O)N1CCN(CC1)C(C)(C)C,5.75
302-499-01,Cc1c(nn2c(cc(nc12)-n1c(nc2ccccc12)C(F)F)N1CCOCC1)C(=O)N1CCOCC1,5.14
302-500-01,FC(F)c1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(CN3CCC(F)(F)CC3)cc2n1,6.38
302-503-01,CC(C)(C)OC(=O)N1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-n2c(nc3ccccc23)C(F)F)CC1,6.74
302-505-01,FC(F)c1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(CN3CCC(CC3)C#N)cc2n1,5.46
302-511-01,FC(F)c1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(CN3CCN(CC3)C(=O)C3CC3)cc2n1,5.11
302-515-01,CCOC(=O)C1CCCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-n2c(nc3ccccc23)C(F)F)C1,6.55
302-516-02,CCn1c(CN2CCN(CC2)C(C)(C)C(N)=O)nc2c(nc(nc12)-c1cccc2[nH]ccc12)N1CCOCC1,5.84
302-517-01,Cc1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(CN3CCN(CC3)C(C)(C)C)c(C)c2n1,4.22
302-520-01,Cc1c(CN2CCN(CC2)C(C)(C)C)nn2c(cc(nc12)-c1cncc2[nH]ccc12)N1CCOCC1,3.46
302-524-01,CCn1c(CN2CCN(CC2)C(C)(C)C(N)=O)nc2c(nc(nc12)-c1c(F)ccc2[nH]ccc12)N1CCOCC1,5.39
302-525-02,NC1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-n2c(nc3ccccc23)C(F)F)C1,3.51
302-528-01,O[C@H]1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-n2c(nc3ccccc23)C(F)F)C1,3.62
302-529-01,C[C@H]1COCCN1Cc1cc2nc(cc(N3CCOCC3)n2n1)-n1c(nc2ccccc12)C(F)F,5.25
302-530-01,C[C@@H]1COCCN1Cc1cc2nc(cc(N3CCOCC3)n2n1)-n1c(nc2ccccc12)C(F)F,5.24
302-538-01,CS(=O)(=O)N1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-n2c(nc3ccccc23)C(F)F)CC1,4.95
302-539-02,Cc1cc2ccccc2n1-c1cc(N2CCOCC2)n2nc(CN3CCC(CC3)C(C)(C)O)cc2n1,5.64
302-540-01,Cc1c(CN2CCN(CC2)C(=O)C2CC2)nn2c(cc(nc12)-n1c(nc2ccccc12)C(F)F)N1CCOCC1,5.67
302-541-02,OCC1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2cccc3[nH]ccc23)CC1,3.35
302-542-04,Cc1cc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(CC3)C(C)(C)O)n(C)c2n1,7.47
302-543-01,OC1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,2.79
302-548-01,O=C(C1CC1)N1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,4.66
302-549-01,Cc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(CC3)C(C)(C)O)n(C)c2n1,5.81
302-553-02,CN(C)C1CCN(Cc2nc3c(nc(nc3n2C)-c2c[nH]c3ccccc23)N2CCOCC2)CC1,5.29
302-554-02,Cn1c(CN2CCC(CC2)C(C)(C)O)nc2c(nc(nc12)-c1c[nH]c2ccccc12)N1CCOCC1,5.63
302-555-02,CN(C)C1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2c[nH]c3ccccc23)CC1,5.55
302-556-01,CC(C)(O)C1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2c[nH]c3ccccc23)CC1,3.92
302-557-01,CC(C)(N1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12)C(N)=O,3.25
302-558-01,OCC1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,3.07
302-560-01,CC(C)(O)C1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,3.71
302-561-01,CNC(=O)CN1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,2.85
302-562-01,O=C(N1CCC(CC1)N1CCOCC1)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,3.29
302-563-01,CC1(O)CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,3.22
302-564-01,NC(=O)C1CCN(CC1)C(=O)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,2.73
302-565-01,FC(F)c1nc2ccccc2n1-c1cc(N2CCOCC2)n2nc(cc2n1)C(=O)N1CCN(CC1)C(=O)C1CC1,4.23
302-566-01,C(N1CCOCC1)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,4.21
302-567-01,OC1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2cccc3[nH]ccc23)CC1,2.88
302-568-01,CNC(=O)CN1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2cccc3[nH]ccc23)CC1,3.07
302-569-01,C(N1CCC(CC1)N1CCOCC1)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,3.93
302-570-01,NC(=O)C1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2cccc3[nH]ccc23)CC1,2.82
302-571-01,CC1(O)CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2cccc3[nH]ccc23)CC1,3.03
302-572-01,O=C(N1CCOCC1)c1cc2nc(cc(N3CCOCC3)n2n1)-c1cccc2[nH]ccc12,4.24
302-573-01,[H][C@@]1(O)CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2cccc3[nH]ccc23)C1,3.18
302-574-01,[H][C@]1(O)CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-c2cccc3[nH]ccc23)C1,3.18
302-577-01,CC(C)(C)N1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)N2c3ccccc3NC2(O)C(F)F)CC1,3.33
302-578-01,CN1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-n2c(nc3ccccc23)C(F)F)CC1,3.79
302-579-01,CC(C)N1CCN(Cc2cc3nc(cc(N4CCOCC4)n3n2)-n2c(nc3ccccc23)C(F)F)CC1,3.98
302-580-01,Cc1c(nn2c(cc(nc12)-n1c(nc2ccccc12)C(F)F)N1CCOCC1)C(=O)N1CCC(CC1)N1CCOCC1,4.7
305-632-02,[H][C@]1(O)CC[C@@]([H])(CC1)n1cc(NCCCC)c2cnc(nc12)-c1cnn(c1)C1CCN(C)CC1,2.61
305-645-02,CN1CCN(Cc2ccc(s2)-c2ncc3c(NCCCC(F)(F)F)cn(C4CC[C@H](O)CC4)c3n2)CC1,3.91
305-646-02,O[C@H]1CCC(CC1)n1cc(NCCCC(F)(F)F)c2cnc(nc12)-c1ccc(CN2CCOCC2)s1,5.3
305-683-02,CCCCNc1cn(C2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(cc1)C(=O)N1CCOCC1,4.07
305-687-01,CN1CCN(Cc2ccc(cc2)-c2ncc3c(cn([C@H]4CC[C@H](O)CC4)c3n2)[N+]([O-])=O)CC1,2.96
305-712-02,CN1CCN(Cc2ccc(cc2)-c2ncc3c(NC(=O)CC=C)cn([C@H]4CC[C@H](O)CC4)c3n2)CC1,2.01
305-719-01,CN1CCN(Cc2ccc(cc2)-c2ncc3c(NC(=O)CC4CC4)cn(C4CC[C@H](O)CC4)c3n2)CC1,2.29
305-726-02,CCCCNc1cn(C2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(cc1)N1CCOCC1,5.56
305-727-02,CCCCNc1cn(C2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(N)cc1,4.3
305-728-02,CCCCNc1cn(C2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(CN2CCS(=O)(=O)CC2)cc1,4.83
305-729-02,CCCCNc1cn([C@H]2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(cc1)N1CCN(CC1)C(C)=O,4.35
305-730-01,CN1CCN(Cc2ccc(cc2)-c2ncc3c(NC=O)cn([C@H]4CC[C@H](O)CC4)c3n2)CC1,1.21
305-735-02,CCCCNc1cn([C@H]2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(C#N)c(c1)N1CCOCC1,6.01
305-736-02,CCCCNc1cn([C@H]2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(N2CCOCC2)c(c1)N(=O)=O,6.18
305-743-02,CCCCNc1cn([C@H]2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(C(=O)N2CCOCC2)c(F)c1,4.45
305-744-02,CCCCNc1cn([C@H]2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(cc1)C(=O)N1CCNCC1,2.53
305-747-02,CCCCNc1cn([C@H]2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(CNC(C)(C)C)cc1,3.16
305-748-02,CCCCNc1cn([C@H]2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(CN2CCSCC2)cc1,6.96
305-750-02,CCCCNc1cn([C@H]2CC[C@H](O)CC2)c2nc(ncc12)-c1ccc(cc1)C1CCOCC1,6.47
305-752-02,CN1CCN(Cc2ccc(cc2)-c2ncc3c(NCC4CC4)cn(C4CC[C@H](O)CC4)c3n2)CC1,3.13
305-756-02,O[C@H]1CCC(CC1)n1cc(NCCC2CC2)c2cnc(nc12)-c1ccc(cc1)N1CCOCC1,5.59
305-757-02,Nc1ccc(cc1)-c1ncc2c(NCCC3CC3)cn(C3CC[C@H](O)CC3)c2n1,4.35
305-758-02,O[C@H]1CCC(CC1)n1cc(NCCC2CC2)c2cnc(nc12)-c1ccc(CN2CCS(=O)(=O)CC2)cc1,4.85
305-759-02,O[C@H]1CCC(CC1)n1cc(NCC2CC2)c2cnc(nc12)-c1ccc(cc1)N1CCOCC1,4.96
305-760-02,CN1CCN(CC1)c1ccc(cc1)-c1ncc2c(NCC3CC3)cn(C3CC[C@H](O)CC3)c2n1,3.84
305-761-02,CN1CCN(CC1)c1ccc(cc1)-c1ncc2c(NCCC3CC3)cn(C3CC[C@H](O)CC3)c2n1,4.48
305-762-02,O[C@H]1CCC(CC1)n1cc(NCCC2CC2)c2cnc(nc12)-c1ccc(CN2CCSCC2)cc1,6.95
305-763-02,O[C@H]1CCC(CC1)n1cc(NCCC2CC2)c2cnc(nc12)-c1ccc(cc1)C1CCOCC1,6.48
305-764-02,O[C@H]1CCC(CC1)n1cc(NCC2CC2)c2cnc(nc12)-c1ccc(CN2CCSCC2)cc1,6.28
305-765-02,OC1CCC(CC1)n1cc(NCC2CC2)c2cnc(nc12)-c1ccc(cc1)S(=O)(=O)N1CCOCC1,4.82
305-766-02,OC1CCC(CC1)n1cc(NCC2CC2)c2cnc(nc12)-c1ccc(cc1)C(=O)N1CCOCC1,3.57
305-778-02,CC(=O)N1CCN(CC1)c1ccc(cc1)-c1ncc2c(NCCC3CC3)cn(C3CC[C@H](O)CC3)c2n1,4.38
305-779-02,O[C@H]1CCC(CC1)n1cc(NCCC2CC2)c2cnc(nc12)-c1ccc(C#N)c(c1)N1CCOCC1,6.01
305-780-02,O[C@H]1CCC(CC1)n1cc(NCCC2CC2)c2cnc(nc12)-c1ccc(N2CCOCC2)c(c1)[N+]([O-])=O,6.19
305-790-02,CN1CCN(CC1)c1ncc(cn1)-c1ncc2c(NCC3CC3)cn(C3CCC(O)CC3)c2n1,3.51
305-791-02,OC1CCC(CC1)n1cc(NCC2CC2)c2cnc(nc12)-c1cncnc1,2.86
305-794-02,O[C@H]1CCC(CC1)n1cc(NCCC2CC2)c2cnc(nc12)-c1ccc(C(=O)N2CCOCC2)c(F)c1,4.49
305-795-02,CC(C)(C)OC(=O)N1CCN(CC1)C(=O)c1ccc(cc1)-c1ncc2c(NCCC3CC3)cn(C3CC[C@H](O)CC3)c2n1,5.98
305-796-02,CC(C)(C)NCc1ccc(cc1)-c1ncc2c(NCCC3CC3)cn(C3CC[C@H](O)CC3)c2n1,3.23
305-797-02,OC1CCC(CC1)n1cc(NCC2CC2)c2cnc(nc12)-c1cccs1,5.69
305-810-02,Nc1ccc(cc1)-c1ncc2c(NCCCC(F)(F)F)cn(C3CC[C@H](O)CC3)c2n1,4.29
305-811-02,O[C@H]1CCC(CC1)n1cc(NCCCC(F)(F)F)c2cnc(nc12)-c1ccc(CN2CCSCC2)cc1,6.61
305-821-02,CN1CCN(Cc2ccc(cc2)-c2ncc3c(NCCOc4ccccc4)cn(C4CCC(O)CC4)c3n2)CC1,3.99
305-822-02,CN1CCN(CC1)c1ccc(cc1)-c1ncc2c(NCCOc3ccccc3)cn(C3CC[C@H](O)CC3)c2n1,4.74
306-032-03,CN(C)[C@@H](COCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.46
306-032-04,CN[C@@H](COCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,4.41
306-033-01,CN1c2ccccc2OC[C@H](NC(=O)c2n[nH]c3ccccc23)C1=O,4.6
306-043-03,CN1c2ccccc2OC[C@H](NC(=O)C(N)Cc2c[nH]c3ccccc23)C1=O,3.02
306-044-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C1=O,3.45
306-045-03,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)Cc2ccc(OCc3ccccc3)cc2)C1=O,5.53
306-046-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C1=O,1.98
306-046-04,CN(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,2.96
306-046-05,CN[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,2.21
306-047-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)Cc2ccccc2)C1=O,3.16
306-048-01,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.87
306-048-02,CC(C)C[C@H](N)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,2.43
306-049-02,CC(C)C[C@@H](N)C(=O)N[C@@H]1COc2ccccc2N(C)C1=O,2.51
306-050-04,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)Cc2c[nH]cn2)C1=O,0.89
306-054-01,CC(O)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,1.71
306-055-01,CN1c2ccccc2OC[C@H](NC(=O)CO)C1=O,1.32
306-056-01,CN1c2ccccc2OC[C@H](NC(=O)[C@H](O)c2ccccc2)C1=O,3.5
306-057-01,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](O)c2ccccc2)C1=O,3.69
306-058-01,COC(C)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,2.75
306-059-01,CC(OCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.53
306-060-01,COCC(=O)N[C@H]1COc2ccccc2N(C)C1=O,2.3
306-061-01,CO[C@@H](C(=O)N[C@H]1COc2ccccc2N(C)C1=O)c1ccccc1,4.89
306-062-01,CO[C@H](C(=O)N[C@H]1COc2ccccc2N(C)C1=O)c1ccccc1,4.97
306-063-01,CN1c2ccccc2OC[C@H](NC(=O)COCc2ccccc2)C1=O,5.07
306-064-01,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](OCc2ccccc2)c2ccccc2)C1=O,6.86
306-065-01,CN1c2ccccc2OC[C@H](NC(=O)[C@H](OCc2ccccc2)c2ccccc2)C1=O,6.79
306-066-04,CN1c2ccccc2OC[C@H](Nc2nc(Cl)nc(NCc3ccccc3)n2)C1=O,5.74
306-066-05,CN1c2ccccc2OC[C@H](Nc2ncnc(NCc3ccccc3)n2)C1=O,4.29
306-067-03,CN(Cc1ccccc1)c1ncnc(N[C@H]2COc3ccccc3N(C)C2=O)n1,5.38
306-068-02,CN1c2ccccc2OC[C@H](Nc2nc(Cl)nc(NCc3cccc(F)c3)n2)C1=O,5.86
306-068-04,CN1c2ccccc2OC[C@H](Nc2ncnc(NCc3cccc(F)c3)n2)C1=O,4.47
306-069-02,CN1c2ccccc2OC[C@H](Nc2nc(Cl)nc(NCCc3ccc(Br)cc3)n2)C1=O,6.97
306-069-03,CN1c2ccccc2OC[C@H](Nc2ncnc(NCCc3ccccc3)n2)C1=O,4.8
306-070-02,CN1c2ccccc2OC[C@H](Nc2ncnc(NCc3ccccc3F)n2)C1=O,4.44
306-072-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)C1=O,3.02
306-073-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)Cc2c[nH]c3ccccc23)C1=O,2.9
306-074-02,C[C@@H](OCc1ccccc1)[C@H](N)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,4.37
306-075-02,C[C@H](OCc1ccccc1)[C@@H](N)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,4.17
306-076-01,C[C@@H](Nc1nc(Cl)nc(N[C@H]2COc3ccccc3N(C)C2=O)n1)c1ccccc1,6.19
306-076-02,C[C@@H](Nc1ncnc(N[C@H]2COc3ccccc3N(C)C2=O)n1)c1ccccc1,4.82
306-077-02,C[C@H](Nc1ncnc(N[C@H]2COc3ccccc3N(C)C2=O)n1)c1ccccc1,4.68
306-078-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)CSCc2ccccc2)C1=O,4.64
306-078-04,CN[C@H](CSCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.34
306-078-05,CN(C)[C@H](CSCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.87
306-079-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)CSCc2ccccc2)C1=O,4.5
306-079-03,CN(C)[C@@H](CSCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.65
306-079-04,CN[C@@H](CSCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.06
306-080-01,CO[C@@](C(=O)N[C@H]1COc2ccccc2N(C)C1=O)(c1ccccc1)C(F)(F)F,6.91
306-081-01,CO[C@](C(=O)N[C@H]1COc2ccccc2N(C)C1=O)(c1ccccc1)C(F)(F)F,6.5
306-085-01,CCO[C@H](C(=O)N[C@H]1COc2ccccc2N(C)C1=O)c1ccccc1,5.69
306-086-01,CCCO[C@H](C(=O)N[C@H]1COc2ccccc2N(C)C1=O)c1ccccc1,6.44
306-087-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)CS(=O)(=O)Cc2ccccc2)C1=O,3.72
306-088-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)CS(=O)(=O)Cc2ccccc2)C1=O,3.66
306-089-13,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)CNCc2ccccc2)C1=O,2.48
306-091-01,CN1c2ccccc2OC[C@H](NC(=O)C(=O)c2ccccc2)C1=O,5.11
306-092-01,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](O)Cc2ccccc2)C1=O,4.17
306-092-02,CO[C@@H](Cc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.34
306-094-04,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)COCc2ccccc2)C1=O,3.71
306-095-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)Cc2ccncc2)C1=O,1.68
306-096-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)Cc2ccncc2)C1=O,1.61
306-097-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)Cc2cccnc2)C1=O,1.71
306-098-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)Cc2cccnc2)C1=O,1.64
306-099-01,CN1c2ccccc2OC[C@H](NC(=O)[C@H](O)Cc2ccccc2)C1=O,4
306-099-02,CO[C@H](Cc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.13
306-100-01,CN1c2ccccc2OC[C@H](NC(=O)[C@H](O)CCc2ccccc2)C1=O,4.53
306-100-02,CO[C@H](CCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.78
306-101-01,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](O)CCc2ccccc2)C1=O,4.72
306-101-02,CO[C@@H](CCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.89
306-102-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)Cc2cccc(c2)C#N)C1=O,3.15
306-103-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)Cc2cccc(c2)C#N)C1=O,3.27
306-104-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)c2ccccc2)C1=O,3.01
306-105-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)c2ccccc2)C1=O,3.01
306-106-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)CCc2ccccc2)C1=O,3.65
306-107-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H]2C[C@H](CN2)OCc2ccccc2)C1=O,4.49
306-108-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H]2Cc3c(CN2)[nH]c2ccccc32)C1=O,4.14
