MOLECULE_NAME,SMILES,CHILOGD_7.4
504-498-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CC3CCO3)c2c1,0.76
504-499-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CC(F)F)c2c1,0.98
504-505-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(CO)nc1,0.75
504-507-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccnc(CO)c1,0.98
504-522-01,OCc1ccc(cn1)-c1ccc2[nH]cc(-c3cncn3CCOc3ccccc3)c2c1,1.87
601-500-03,Nc1nccn2c(cnc12)C1(OC(CO)C(O)C1O)C#N,-0.53
601-504-03,Nc1ncnn2c(ccc12)C1OC(CO)C(O)C1O,-0.91
601-506-01,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(NO)nc1=O,-2.81
601-507-03,Nc1cccn2c(cnc12)[C@@]1(O[C@H](CO)[C@@H](O)[C@H]1O)C#N,-0.25
601-512-07,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@@]1(C#N)c1cnc2c(N)nccn12,-0.35
601-601-01,Nc1ncnn2c(ccc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,-4.22
601-602-01,Nc1nccn2c(cnc12)[C@@]1(O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C#N,-0.95
601-800-01,CC(C)(C)OC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,4.89
601-800-07,CC(=O)N[C@@H](COC(=O)c1ccccc1O)C(=O)NC12CC3CC(CC(C3)C1)C2,3.34
601-800-08,CC(=O)N[C@@H](COC(=O)c1ccccc1OC(C)=O)C(=O)NC12CC3CC(CC(C3)C1)C2,3.01
601-802-01,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C(O)C1O)c1ccc2c(N)ncnn12)Oc1ccccc1,2.09
601-803-01,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(C(O)C1O)c1cnc2c(N)nccn12)Oc1ccccc1,2.16
601-804-01,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)NC12CC3CC(CC(C3)C1)C2,5.3
601-804-02,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)OC[C@H](N)C(=O)NC12CC3CC(CC(C3)C1)C2,3.72
601-804-03,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)OC[C@H](NC(C)=O)C(=O)NC12CC3CC(CC(C3)C1)C2,4.42
601-810-01,CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2cnc3c(N)nccn23)[C@](C)(O)[C@@H]1O)Oc1ccccc1,2.47
601-811-01,CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1cnc2c(N)cccn12)Oc1ccccc1,2.54
AGH-038-02,Cn1cncc1-c1c[nH]c2ccccc12,1.91
AGH-039-01,COc1ccc2[nH]cc(-c3cncn3C)c2c1,1.76
AGH-044-02,CCn1cncc1-c1c[nH]c2ccc(OC)cc12,2.05
AGH-075-02,CCn1cncc1-c1c[nH]c2ccc(Br)cc12,2.76
AGH-079-02,CCn1cncc1-c1c[nH]c2ccc(Cl)cc12,3.24
AGH-096-02,CCn1cncc1-c1c[nH]c2ccccc12,2.61
AGH-107-02,CCn1cncc1-c1c[nH]c2ccc(I)cc12,2.97
AGH-108-02,CCn1cncc1-c1c[nH]c2ccc(C)cc12,2.77
AGH-110-01,CCn1cncc1-c1c[nH]c2ccc(O)cc12,0.96
AGH-116-02,CCn1cncc1-c1c[nH]c2c(F)cc(I)cc12,3.18
AGH-126-02,CCn1cncc1-c1c[nH]c2cc(OC)ccc12,2.4
AGH-137-02,Cn1cncc1-c1c[nH]c2ccc(Br)cc12,2.92
AGH-138-02,CCCn1cncc1-c1c[nH]c2ccc(Br)cc12,3.51
AGH-140-02,CCCCn1cncc1-c1c[nH]c2ccc(Br)cc12,3.84
AGH-145-05,Cn1cncc1-c1c[nH]c2ccc(I)cc12,3.18
AGH-179-02,CCn1cncc1-c1c[nH]c2cccc(O)c12,2.89
AGH-188-01,Fc1c(I)ccc2[nH]cc(C=O)c12,2.42
AGH-192-02,CCn1cncc1-c1c[nH]c2ccc(I)c(F)c12,3.03
AGH-226-02,CCn1cncc1-c1c[nH]c2cc(F)ccc12,2.85
AGH-232-02,Cn1cncc1-c1c[nH]c2ccc(Br)c(F)c12,3.06
AGH-234-02,Cn1cncc1-c1c[nH]c2ccc(Cl)c(F)c12,2.95
AGH-236-02,Cn1cncc1-c1c[nH]c2ccc(F)c(F)c12,2.3
AGH-355-02,CCCn1cncc1-c1c[nH]c2ccc(I)c(F)c12,3.71
AGH-356-02,Fc1c(I)ccc2[nH]cc(-c3cncn3CC=C)c12,3.61
AGH-494-01,CCn1cncc1-c1c[nH]c2ccc(cc12)C(N)=O,0.29
AGH-537-01,Fc1c(I)ccc2[nH]ccc12,3.68
AGH-548-01,CCn1cncc1-c1c[nH]c2ccc(C(N)=O)c(F)c12,1.78
AGH-549-01,Cn1cncc1-c1c[nH]c2ccc(C(N)=O)c(F)c12,0.52
AGH-616-02,Fc1c(I)ccc2[nH]cc(-c3cncn3Cc3ccccc3)c12,3.83
