MOLECULE_NAME,SMILES,CHROMLOGD_2.6
306-109-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)CCC(=O)OCc2ccccc2)C1=O,1.39
306-110-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)CCc2ccccc2)C1=O,1.14
306-112-02,CN1c2ccccc2OCC(NC(=O)[C@H](N)Cc2ccc(cc2)C#N)C1=O,0.55
306-113-02,CN1c2ccccc2OCC(NC(=O)[C@@H](N)Cc2ccc(cc2)C#N)C1=O,0.73
306-114-05,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)COC(=O)c2ccccc2)C1=O,2.89
306-115-03,C[C@@H](N(C)Cc1ccccc1)C(=O)NC1COc2ccccc2N(C)C1=O,0.89
306-116-03,C[C@H](NCc1ccccc1)C(=O)N[C@@H]1COc2ccccc2N(C)C1=O,2.87
306-118-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](CO)NC(=O)Cc2ccccc2)C1=O,3.06
306-119-03,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)CCOC(=O)c2ccccc2)C1=O,0.54
306-121-01,CN1c2ccccc2OC[C@H](NC(=O)CCCc2c[nH]c3ccccc23)C1=O,5.07
306-122-01,CN1c2ccccc2OC[C@H](NC(=O)CCc2c[nH]c3ccccc23)C1=O,4.59
306-124-04,CN1c2ccccc2OC[C@H](NC(=O)C2(CC2)N(Cc2ccccc2)Cc2ccccc2)C1=O,8.12
306-124-05,CN1c2ccccc2OC[C@H](NC(=O)C2(CC2)NCc2ccccc2)C1=O,2.03
306-127-01,CN1c2ccccc2OC[C@H](NC(=O)COC(=O)Cc2ccccc2)C1=O,4.98
306-128-01,CN1c2ccccc2OC[C@H](NC(=O)COC(=O)c2ccccc2)C1=O,4.91
306-129-02,CN1c2ccccc2OC[C@H](NC(=O)[C@H](N)COC(=O)c2ccccc2)C1=O,0.77
306-130-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](CO)NC(=O)Cc2ccccc2)C1=O,2.76
306-132-01,CN1c2ccccc2OC[C@H](NC(=O)C2(CC2)NC(=O)c2ccccc2)C1=O,3.48
306-135-01,CC#C[C@@H](CC(=O)N[C@H]1COc2ccccc2N(C)C1=O)c1ccc(O)cc1,4.19
306-136-01,CN1c2ccccc2OC[C@H](NC(=O)C(=O)Nc2c(C)cccc2C)C1=O,5.5
306-137-01,C[C@H](OCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.46
306-138-01,C[C@@H](OCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.36
306-139-03,CN1c2ccccc2OC[C@H](NC(=O)C(=O)NCc2ccccc2)C1=O,4.84
306-141-03,C[C@@H](NC(=O)c1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,4.71
306-142-03,C[C@@H](N(C)C(=O)c1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,3.97
306-143-01,CN1c2ccccc2OC[C@H](NC(=O)C2(CC2)NC(=O)Cc2ccccc2)C1=O,3.61
306-145-01,C[C@@H](N(C)C(=O)Cc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,4.23
306-146-01,CN1c2ccccc2OC[C@H](NC(=O)C=CC(=O)c2ccccc2)C1=O,5.51
306-147-01,CN1c2ccccc2OC[C@H](NC(=O)CC=Cc2ccccc2)C1=O,5.82
306-148-01,C[C@@H](N(C)Cc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,2.97
306-149-01,C[C@@H](N(C)CCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,3.28
306-151-01,C[C@H](OC(=O)c1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.77
306-152-01,CN1c2ccccc2OC[C@H](NC(=O)C=Cc2cccc(O)c2)C1=O,4.86
306-153-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)CC(=O)OCc2ccccc2)C1=O,1.06
306-154-01,C[C@@H](NC(=O)Cc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,4.8
306-157-01,C[C@@H](N(Cc1ccccc1)Cc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,6.38
306-158-01,C[C@@H](NCCc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,3.13
306-159-01,CN1c2ccccc2OC[C@H](NC(=O)C=Cc2ccc(Cl)cc2)C1=O,6.22
306-160-01,CN1c2ccccc2OC[C@@H](NC(=O)CCC(=O)c2ccccc2)C1=O,5.17
306-161-01,CN1c2ccccc2OC[C@@H](NC(=O)C=Cc2cccc(Cl)c2)C1=O,6.24
306-162-01,C[C@@H](OC(=O)c1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.46
306-163-01,C[C@H](OC(=O)Cc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.45
306-164-01,C[C@@H](OC(=O)Cc1ccccc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.45
306-165-01,CN1c2ccccc2OC[C@H](NC(=O)C2(CC2)NCCc2ccccc2)C1=O,1.89
306-176-01,CN1c2ccccc2OC[C@H](NC(=O)CNC(=O)Cc2ccccc2)C1=O,3.36
306-180-02,CN1c2ccccc2OC[C@H](NC(=O)[C@@H](N)CC(=O)NCc2ccccc2)C1=O,0.78
306-181-01,CN1c2ccccc2OC[C@H](NC(=O)CCCCc2ccccc2)C1=O,5.95
306-602-01,CN1c2ccccc2OC[C@H](NC(=O)c2ccc(O)cc2)C1=O,3.14
306-610-01,COc1cc(cc(OC)c1OC)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.32
306-611-01,CN1c2ccccc2OC[C@H](NC(=O)Cc2ccccc2F)C1=O,4.58
306-612-01,CN1c2ccccc2OC[C@H](NC(=O)C=CC(=O)c2ccc(Cl)cc2)C1=O,5.74
306-619-01,CCOc1ccc(cc1)C(=O)N[C@H]1COc2ccccc2N(C)C1=O,5.22
306-622-01,CCC(=O)N[C@H]1COc2ccccc2N(C)C1=O,2.33
306-656-01,CN1c2ccccc2OC[C@H](NC(=O)c2cccc(O)n2)C1=O,1.96
306-664-01,CN1c2ccccc2OC[C@H](NC(=O)C=Cc2ccc(O)cc2)C1=O,3.62
306-669-01,CN1c2ccccc2OC[C@H](NC(=O)c2cc(C)[nH]n2)C1=O,2.68
307-002-07,COC(=O)c1nn(C)cc1NC(=O)c1cccc(CN2CCN(C)CC2)c1,-0.14
307-003-09,Cn1cc(NC(=O)c2cccc(CN3CCN(CC3)C(=O)C3CC3)c2)c(n1)C(=O)NC1CCCC1,1.23
307-004-07,COC(=O)c1nn(C)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,-0.21
307-004-09,CN1CCN(Cc2ccc(cc2)C(=O)Nc2cn(C)nc2C(=O)NC2CCCC2)CC1,0.9
307-007-06,CC(=O)N1CCN(Cc2ccc(cc2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccc(C)c(c2)C(F)(F)F)CC1,2
307-008-06,Cc1ccc(NC(=O)c2nn(C)cc2NC(=O)c2ccc(CN3CCN(CC3)C(=O)C3CC3)cc2)cc1C(F)(F)F,2.33
307-010-01,CC(=O)N1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccc(C)c(c2)C(F)(F)F)CC1,2.15
307-011-03,CN1CCN(Cc2cccc(c2)C(=O)Nc2cnn(C)c2C(=O)Nc2ccc(C)c(c2)C(F)(F)F)CC1,1.43
307-012-03,CN1CCN(Cc2cccc(c2)C(=O)Nc2c[nH]nc2C(=O)Nc2ccc(C)c(c2)C(F)(F)F)CC1,1.87
307-013-03,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccccc2)CC1,1.17
307-014-03,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2cccc(c2)C(F)(F)F)CC1,1.96
307-015-03,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccc(C)cc2)CC1,1.43
307-016-03,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccc(F)cc2)CC1,1.25
307-017-02,CCN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccc(C)c(c2)C(F)(F)F)CC1,2.12
307-021-03,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccccc2C)CC1,1.06
307-026-01,CN1CCN(Cc2ccc(cc2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccc(C)c(c2)C(F)(F)F)CC1,2.06
307-027-03,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)NCc2cccc(F)c2)CC1,1.22
307-028-03,Cc1ccc(NC(=O)c2nn(C)cc2NC(=O)c2ccccc2)cc1C(F)(F)F,8.2
307-029-03,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccc(C)c(C)c2)CC1,4.08
307-030-01,CN1CCN(CC1)c1ccc(cc1)C(=O)Nc1cn(C)nc1C(=O)Nc1ccc(C)c(c1)C(F)(F)F,4.61
307-031-01,Cc1ccc(NC(=O)c2nn(C)cc2NC(=O)c2ccc(cc2)N2CCOCC2)cc1C(F)(F)F,7.73
307-032-02,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)NCc2ccc(C)c(c2)C(F)(F)F)CC1,4.26
307-034-01,COc1ccccc1NC(=O)c1nn(C)cc1NC(=O)c1cccc(CN2CCN(C)CC2)c1,3.94
307-035-01,COc1cccc(NC(=O)c2nn(C)cc2NC(=O)c2cccc(CN3CCN(C)CC3)c2)c1,3.65
307-036-01,COc1ccc(NC(=O)c2nn(C)cc2NC(=O)c2cccc(CN3CCN(C)CC3)c2)cc1,0
307-037-01,CN1CCN(Cc2ccc(cc2)C(=O)Nc2cn(C)nc2C(=O)Nc2cccc(c2)C(F)(F)F)CC1,1.57
307-038-01,CN1CCN(Cc2ccc(cc2)C(=O)Nc2cn(C)nc2C(=O)Nc2ccc(F)cc2)CC1,0.97
307-039-01,CN1CCN(CC1)c1ccc(cc1)C(=O)Nc1cn(C)nc1C(=O)Nc1cccc(c1)C(F)(F)F,1.64
307-041-01,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2cccc(C)c2)CC1,1.24
307-050-01,CN1CCN(Cc2cccc(c2)C(=O)Nc2cn(C)nc2C(=O)Nc2cccc(C)n2)CC1,0.64
307-204-03,Cn1ncc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1N,-0.51
307-205-02,Nc1c(cnn1-c1ccccc1)C(=O)NC1CCN(CC1)c1ccccc1,1.57
307-206-05,Nc1c([nH]nc1-c1ccccc1)C(=O)NC1CCN(Cc2ccccc2)CC1,0.41
307-207-03,Nc1c(cnn1-c1ccccc1)C(=O)NC1CCCN(Cc2ccccc2)C1,0.66
307-209-04,Nc1c(cnn1-c1ccccc1)C(=O)NC1CCN(Cc2cccc3ccccc23)CC1,1.16
307-210-04,COc1ccccc1CN1CCC(CC1)NC(=O)c1cnn(c1N)-c1ccccc1,0.75
307-500-05,CC(CN(C)C)c1ccc(cc1)-c1cccc2cc(nn12)C(N)=O,2.82
307-503-06,CC(CN(C)C)c1ccc(cc1)-c1cccc2[nH]c(cc12)C(N)=O,0.59
307-504-10,CC(CN(C)C)c1ccc(cc1)-c1cc(n2nc(cc2n1)C(N)=O)C(F)(F)F,3.12
307-507-01,CC(CN(C)C)c1ccc(cc1)-c1cccc2[nH]ccc12,1.06
307-508-05,CC(CN(C)C)c1ccc(cc1)-c1c(O)ccc2[nH]ccc12,0.19
307-509-03,CCOC(=O)c1cc2c(c(OC)ccc2[nH]1)-c1ccc(cc1)C(C)CN(C)C,1.54
307-512-01,CC(CN(C)C)c1ccc(cc1)-c1c(O)ccc2[nH]c(cc12)C(N)=O,2.34
307-524-01,COc1c(Br)c(C)c2[nH]c(cc2c1-c1ccc(cc1)C(C)CN(C)C)C(N)=O,1.19
307-525-01,CCOC(=O)c1cc2c(c(OC)cc(C)c2[nH]1)-c1ccc(cc1)C(C)CN(C)C,1.4
307-526-01,COc1cc(C)c2[nH]c(cc2c1-c1ccc(cc1)C(C)CN(C)C)C(N)=O,0.5
307-600-05,CN(C)C1CCN(Cc2cc3nc(cc(N(C)C)n3n2)-c2cccc3[nH]ccc23)CC1,1.48
307-603-02,CN(C)c1cc(nc2cc(CN3CCN(C)CC3)nn12)-c1cccc2[nH]ccc12,2.03
307-608-02,CN(C)c1cc(nc2cc(CN3CCN(C)CC3)nn12)-n1cnc2ccccc12,2.7
307-611-04,CN(C)c1cc(nc2cc(CN3CCN(C)CC3)nn12)-n1c(nc2ccccc12)C(N)=O,2.53
307-612-02,CN(C)C1CCN(Cc2cc3nc(cc(N(C)C)n3n2)-n2cnc3ccccc23)CC1,-0.81
307-617-01,CN(C)C1CCN(Cc2cc3nc(cc(N(C)C)n3n2)-n2c(nc3ccccc23)C(N)=O)CC1,-0.89
504-001-01,c1ncc([nH]1)-c1c[nH]c2ccccc12,0.59
504-002-02,Cn1cncc1-c1c[nH]c2cccc(F)c12,1
504-003-01,Cn1cncc1-c1c[nH]c2ccc(I)cc12,1.98
504-005-02,Fc1cccc2[nH]cc(-c3cnc[nH]3)c12,0.86
504-010-02,Cn1nccc1-c1c[nH]c2ccccc12,4.05
504-029-01,COc1ccc2[nH]cc(-c3nccn3C)c2c1,0.17
504-043-01,Cn1cncc1-c1c[nH]c2ccc(cc12)C(=O)NN1CC2CCCC2C1,0.18
504-045-05,N#Cc1ccc2[nH]cc(-c3cncn3CCOc3ccccc3)c2c1,1.21
504-049-01,Cn1cncc1-c1c[nH]c2ccc(cc12)C(=O)NC1CCCC(O)C1,-0.2
504-050-01,Cn1cncc1-c1c[nH]c2ccc(cc12)C(=O)NC1CCC(O)CC1,-0.48
504-059-01,CC(NC(=O)c1ccc2[nH]cc(-c3cncn3C)c2c1)C#C,0.07
504-093-01,CC[C@H](C)NC(=O)c1ccc2[nH]cc(-c3cncn3C)c2c1,0.36
504-094-01,Cn1cncc1-c1c[nH]c2ccc(C=O)cc12,0.93
504-095-01,CC(O)c1ccc2[nH]cc(-c3cncn3C)c2c1,0.08
504-096-01,CC(=C)c1ccc2[nH]cc(-c3cncn3C)c2c1,1.65
504-101-01,Cn1cncc1-c1c[nH]c2ccc(O)c(F)c12,-0.72
504-115-01,Cn1cncc1-c1c[nH]c2c(F)cc(C(N)=O)c(F)c12,-0.87
504-117-01,COc1ccc2[nH]cc(-c3cnc[nH]3)c2c1,1.71
504-135-01,Cn1cncc1-c1c[nH]c2ccc(CO)cc12,-0.78
504-136-01,CC(=O)Oc1ccc2[nH]cc(-c3cncn3C)c2c1,0.31
504-138-01,CCn1cncc1-c1c[nH]c2ccc(OC(C)=O)cc12,0.32
504-140-01,CC(=O)c1ccc2[nH]cc(-c3cncn3C)c2c1,-0.14
504-146-01,Cn1cncc1-c1c[nH]c2ccc(cc12)C(=O)NC1CC1,0.96
504-149-01,CSc1ccc2[nH]cc(-c3cncn3C)c2c1,1.11
504-150-01,Cn1cncc1-c1c[nH]c2ccc(cc12)C(N)=S,-0.31
504-154-01,CCn1cncc1-c1c[nH]c2ncccc12,1.42
504-156-01,CCC(=O)Oc1ccc2[nH]cc(-c3cncn3CC)c2c1,1.44
504-157-01,Cn1cncc1-c1c[nH]c2ccc(OC(=O)C(C)(C)C)cc12,4.68
504-158-01,CCn1cncc1-c1c[nH]c2ccc(OC(=O)C(C)(C)C)cc12,2.43
504-161-01,CCn1cncc1-c1c[nH]c2ccc(OC(=O)C3CC3)cc12,1.57
504-163-01,CCCCCCCC(=O)Oc1ccc2[nH]cc(-c3cncn3CC)c2c1,3.87
504-164-01,CCn1cncc1-c1c[nH]c2ccc(OC(=O)c3ccccc3)cc12,2.5
504-165-01,CCn1cncc1-c1c[nH]c2ccc(OC(=O)c3ccccn3)cc12,1.12
504-166-01,CCn1cncc1-c1c[nH]c2ccc(OC(=O)C=Cc3ccccc3)cc12,3.03
504-174-01,CCNC(=O)c1ccc2[nH]cc(-c3cncn3C)c2c1,0.7
504-175-01,CCNC(=O)c1ccc2[nH]cc(-c3cncn3CC)c2c1,1.06
504-176-01,CCCNC(=O)c1ccc2[nH]cc(-c3cncn3C)c2c1,1.48
504-177-01,CCCNC(=O)c1ccc2[nH]cc(-c3cncn3CC)c2c1,1.69
504-178-01,Cn1cncc1-c1c[nH]c2ccc(cc12)C(=O)NCC=C,1.07
504-180-01,COCCNC(=O)c1ccc2[nH]cc(-c3cncn3C)c2c1,0.72
504-182-01,Cn1cncc1-c1c[nH]c2c(F)cc(cc12)C(N)=O,-0.7
504-193-01,CC(C)C(=O)Oc1ccc2[nH]cc(-c3cncn3C)c2c1,3.23
504-194-01,CCn1cncc1-c1c[nH]c2ccc(OC(=O)C(C)C)cc12,3.66
504-195-01,CC(C)Cn1cncc1-c1c[nH]c2ccc(cc12)C(N)=O,0.14
504-206-01,Cn1cncc1-c1c[nH]c2ccc(cc12)S(C)=O,-0.7
504-207-01,CCn1cncc1-c1c[nH]c2ccc(cc12)S(C)=O,-0.45
504-226-01,CCn1cncc1-c1c[nH]c2ccc(SC)cc12,1.75
504-227-01,CCn1cncc1-c1c[nH]c2ccc(cc12)C(N)=S,0.48
504-228-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CC3CC3)c2c1,0.76
504-229-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CC3CCC3)c2c1,0.42
504-231-01,CC(C)CCn1cncc1-c1c[nH]c2ccc(cc12)C(N)=O,0.66
504-233-02,NC(=O)c1ccc2[nH]cc(-c3cncn3CC#C)c2c1,0.48
504-235-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCC(F)(F)F)c2c1,-0.09
504-241-01,NC(=S)c1ccc2[nH]cc(-c3cncn3CC3CC3)c2c1,1.06
504-255-01,NC(=S)c1ccc2[nH]cc(-c3cncn3CC3CC3)c2c1F,1.11
504-260-01,CNC(=O)c1ccc2[nH]cc(-c3cncn3CC3CC3)c2c1,0.74
504-262-01,CNC(=O)c1ccc2[nH]cc(-c3cncn3CC=C)c2c1,0.45
504-268-01,CC(=O)n1cc(-c2cncn2CC2CC2)c2cc(ccc12)C(N)=O,1
504-270-01,CCC(=O)n1cc(-c2cncn2CC2CC2)c2cc(ccc12)C(N)=O,1.5
504-274-01,CCC(=O)n1cc(-c2cncn2CC(C)C)c2cc(ccc12)C(N)=O,1.64
504-275-01,CC(C)Cn1cncc1-c1cn(C(C)=O)c2ccc(cc12)C(N)=O,1.14
504-283-01,CCCCCn1cncc1-c1c[nH]c2ccc(cc12)C(N)=O,1.47
504-298-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3ccccc3)c2c1,1.95
504-298-05,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3ccccc3)c2c1,2.16
504-308-01,CNCc1ccc2[nH]cc(-c3cncn3C)c2c1,-5.82
504-309-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccccc1,3.37
504-311-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1cccnc1,0.69
504-312-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccncc1,0.52
504-314-01,Cn1cncc1-c1c[nH]c2cccc(-c3ccccc3)c12,2.35
504-316-01,CCOc1ccc(cn1)-c1ccc2[nH]cc(-c3cncn3C)c2c1,3.09
504-317-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccnc(F)c1,2.49
504-319-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccncc1,0.56
504-322-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(F)nc1,1.73
504-323-01,COc1cc(ccn1)-c1ccc2[nH]cc(-c3cncn3C)c2c1,2.4
504-327-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccccc1F,3.31
504-328-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1cccc(F)c1,2.76
504-329-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(F)cc1,3.19
504-331-01,COc1ccc(cc1)-c1ccc2[nH]cc(-c3cncn3C)c2c1,3.05
504-332-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccccc1O,1.89
504-333-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(O)cc1,2.33
504-334-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(cc1)C(N)=O,2.02
504-336-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1cccc(N)c1,1.4
504-337-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(cc1)C#N,2.87
504-339-01,Cn1cncc1-c1c[nH]c2ccc(-c3ccc[nH]3)c(F)c12,2.5
504-343-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1cn[nH]c1,1.08
504-345-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1cn[nH]c1,1.21
504-346-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccco1,2.06
504-347-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc([nH]1)C(N)=O,1.35
504-349-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1cnco1,1.06
504-350-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(CN)s1,0.19
504-351-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(CO)s1,1.54
504-354-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc2[nH]cnc2c1,0.36
504-355-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccnc(F)c1,1.93
504-356-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(F)nc1,1.96
504-357-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(nc1)C#N,0.7
504-358-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(N)nc1,-0.06
504-360-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(nc1)C(N)=O,1.54
504-361-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(CN)nc1,0.29
504-362-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(CO)nc1,0.3
504-362-03,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(CO)nc1,-1.14
504-364-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1cncc(c1)C(N)=O,-0.44
504-366-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1cncc(CO)c1,-1.22
504-367-01,Cn1cncc1-c1c[nH]c2ncc(Br)cc12,-0.18
504-368-01,CCn1cncc1-c1c[nH]c2ncc(Br)cc12,0.06
504-369-01,CCCn1cncc1-c1c[nH]c2ncc(Br)cc12,0.36
504-370-01,Brc1cnc2[nH]cc(-c3cncn3CC3CC3)c2c1,0.49
504-371-01,Cn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(nc1)C#N,-0.13
504-372-01,CCn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(nc1)C#N,0.06
504-373-01,CCCn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(nc1)C#N,0.32
504-374-01,N#Cc1ccc(cn1)-c1cnc2[nH]cc(-c3cncn3CC3CC3)c2c1,0.46
504-375-01,Cn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(nc1)C(N)=O,-0.57
504-376-01,CCn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(nc1)C(N)=O,-0.42
504-377-01,CCCn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(nc1)C(N)=O,-0.18
504-378-01,NC(=O)c1ccc(cn1)-c1cnc2[nH]cc(-c3cncn3CC3CC3)c2c1,-0.05
504-379-01,Cn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(CO)nc1,-1.48
504-380-01,CCn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(CO)nc1,-1.34
504-381-01,CCCn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(CO)nc1,-1.1
504-382-01,OCc1ccc(cn1)-c1cnc2[nH]cc(-c3cncn3CC3CC3)c2c1,-0.95
504-383-01,COCc1ccc(cn1)-c1cnc2[nH]cc(-c3cncn3C)c2c1,-0.77
504-384-01,CCn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(COC)nc1,-0.6
504-385-01,CCCn1cncc1-c1c[nH]c2ncc(cc12)-c1ccc(COC)nc1,-0.33
504-386-01,COCc1ccc(cn1)-c1cnc2[nH]cc(-c3cncn3CC3CC3)c2c1,-0.2
504-387-01,Cn1cncc1-c1c[nH]c2ncc(cc12)-c1cccnc1,-1.55
504-388-01,CCn1cncc1-c1c[nH]c2ncc(cc12)-c1cccnc1,-1.37
504-389-01,CCCn1cncc1-c1c[nH]c2ncc(cc12)-c1cccnc1,-1.11
504-390-01,C(C1CC1)n1cncc1-c1c[nH]c2ncc(cc12)-c1cccnc1,-0.96
504-391-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1cnc2[nH]ccc2c1,0.38
504-393-01,CCn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(cc1)C(=O)CN,1.7
504-403-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CC#C)c2c1F,0.03
504-404-01,NC(=S)c1ccc2[nH]cc(-c3cncn3CC#C)c2c1,0.74
504-412-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCCOc3ccccc3)c2c1,2.23
504-414-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOCc3ccccc3)c2c1,2.15
504-415-01,COc1ccccc1OCCn1cncc1-c1c[nH]c2ccc(cc12)C(N)=O,2.09
504-416-01,COc1cccc(OCCn2cncc2-c2c[nH]c3ccc(cc23)C(N)=O)c1,2.18
504-417-01,COc1ccc(OCCn2cncc2-c2c[nH]c3ccc(cc23)C(N)=O)cc1,2.09
504-417-05,COc1ccc(OCCn2cncc2-c2c[nH]c3ccc(cc23)C(N)=O)cc1,1.37
504-420-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3ccc(Cl)cc3)c2c1,2.6
504-420-05,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3ccc(Cl)cc3)c2c1,1.9
504-436-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccsc1,2.39
504-437-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1cccs1,2.44
504-443-01,Cc1ccc(OCCn2cncc2-c2c[nH]c3ccc(cc23)C(N)=O)cc1,1.86
504-444-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3ccc(F)cc3)c2c1,1.49
504-445-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3ccc(Br)cc3)c2c1,2.1
504-446-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3cccc(F)c3)c2c1,1.61
504-447-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3cccc(Cl)c3)c2c1,1.94
504-449-01,Cc1cccc(OCCn2cncc2-c2c[nH]c3ccc(cc23)C(N)=O)c1,1.82
504-456-01,Cn1cncc1-c1c[nH]c2ccc(cc12)-c1ccc(cc1)S(C)(=O)=O,1.81
504-465-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3ccc(I)cc3)c2c1,2.38
504-466-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3ccc(cc3)C(F)(F)F)c2c1,2.23
504-475-01,NC(=O)c1ccc2[nH]cc(-c3cncn3CCOc3ccccc3F)c2c1,1.39
