MOLECULE_NAME,SMILES,CHILOGD_10.5
601-506-01,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(NO)nc1=O,-4.8
601-507-03,Nc1cccn2c(cnc12)[C@@]1(O[C@H](CO)[C@@H](O)[C@H]1O)C#N,-0.57
601-512-07,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@@]1(C#N)c1cnc2c(N)nccn12,-0.68
601-601-01,Nc1ncnn2c(ccc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,-6.27
601-602-01,Nc1nccn2c(cnc12)[C@@]1(O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C#N,-1.72
601-800-07,CC(=O)N[C@@H](COC(=O)c1ccccc1O)C(=O)NC12CC3CC(CC(C3)C1)C2,3.43
601-800-08,CC(=O)N[C@@H](COC(=O)c1ccccc1OC(C)=O)C(=O)NC12CC3CC(CC(C3)C1)C2,3.1
601-802-01,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C(O)C1O)c1ccc2c(N)ncnn12)Oc1ccccc1,2.11
601-803-01,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(C(O)C1O)c1cnc2c(N)nccn12)Oc1ccccc1,2.2
601-804-01,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)NC12CC3CC(CC(C3)C1)C2,5.64
601-804-02,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)OC[C@H](N)C(=O)NC12CC3CC(CC(C3)C1)C2,3.9
601-804-03,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)OC[C@H](NC(C)=O)C(=O)NC12CC3CC(CC(C3)C1)C2,4.65
601-810-01,CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2cnc3c(N)nccn23)[C@](C)(O)[C@@H]1O)Oc1ccccc1,2.55
601-811-01,CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1cnc2c(N)cccn12)Oc1ccccc1,2.62
AGH-038-02,Cn1cncc1-c1c[nH]c2ccccc12,3.27
AGH-039-01,COc1ccc2[nH]cc(-c3cncn3C)c2c1,3.27
AGH-044-02,CCn1cncc1-c1c[nH]c2ccc(OC)cc12,3.48
AGH-075-02,CCn1cncc1-c1c[nH]c2ccc(Br)cc12,1.4
AGH-079-02,CCn1cncc1-c1c[nH]c2ccc(Cl)cc12,3.97
AGH-096-02,CCn1cncc1-c1c[nH]c2ccccc12,3.47
AGH-107-02,CCn1cncc1-c1c[nH]c2ccc(I)cc12,4.44
AGH-108-02,CCn1cncc1-c1c[nH]c2ccc(C)cc12,3.83
AGH-110-01,CCn1cncc1-c1c[nH]c2ccc(O)cc12,0.8
AGH-116-02,CCn1cncc1-c1c[nH]c2c(F)cc(I)cc12,4.66
AGH-126-02,CCn1cncc1-c1c[nH]c2cc(OC)ccc12,3.45
AGH-137-02,Cn1cncc1-c1c[nH]c2ccc(Br)cc12,3.86
AGH-138-02,CCCn1cncc1-c1c[nH]c2ccc(Br)cc12,4.34
AGH-140-02,CCCCn1cncc1-c1c[nH]c2ccc(Br)cc12,1.4
AGH-145-05,Cn1cncc1-c1c[nH]c2ccc(I)cc12,4.03
AGH-179-02,CCn1cncc1-c1c[nH]c2cccc(O)c12,3.52
AGH-188-01,Fc1c(I)ccc2[nH]cc(C=O)c12,4.04
AGH-192-02,CCn1cncc1-c1c[nH]c2ccc(I)c(F)c12,4.33
AGH-226-02,CCn1cncc1-c1c[nH]c2cc(F)ccc12,3.68
AGH-232-02,Cn1cncc1-c1c[nH]c2ccc(Br)c(F)c12,3.89
AGH-234-02,Cn1cncc1-c1c[nH]c2ccc(Cl)c(F)c12,3.81
AGH-236-02,Cn1cncc1-c1c[nH]c2ccc(F)c(F)c12,3.66
AGH-355-02,CCCn1cncc1-c1c[nH]c2ccc(I)c(F)c12,4.43
AGH-356-02,Fc1c(I)ccc2[nH]cc(-c3cncn3CC=C)c12,4.29
AGH-494-01,CCn1cncc1-c1c[nH]c2ccc(cc12)C(N)=O,-0.03
AGH-537-01,Fc1c(I)ccc2[nH]ccc12,4.95
AGH-548-01,CCn1cncc1-c1c[nH]c2ccc(C(N)=O)c(F)c12,0.54
AGH-549-01,Cn1cncc1-c1c[nH]c2ccc(C(N)=O)c(F)c12,2.07
AGH-616-02,Fc1c(I)ccc2[nH]cc(-c3cncn3Cc3ccccc3)c12,4.64
